id,query,url1,url2,winner,comment
217,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",https://linkedin.com/in/moraviameansquality,https://linkedin.com/in/eric-gross-oz,,
159,"A Boston University (BU) alum that is a head of a department or a founder at an AI first, or AI adjacent company. The company can be losely related to AI or LLMs, or might be working to building out their AI feature set. Only show people from the U.S.",https://linkedin.com/in/arkokoley,https://linkedin.com/in/bill-streilein-084a78,,
378,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/hamishtushar,https://linkedin.com/in/darrenalilim,,
520,A backend engineer from a top computer science program living in san francisco with 5 years experience working in startups developing performant and scalable backend systems and databases,https://linkedin.com/in/cameron-froehlich-84b86891,https://linkedin.com/in/hanifigunes,,
794,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,https://linkedin.com/in/yang-xue,https://linkedin.com/in/neerajpanse,,
27,A perception or computer vision engineer with experience at a startup related to self-driving cars or drones based in San Francisco,https://linkedin.com/in/ujjawal-prasad,https://linkedin.com/in/caleb-m-levy,,
553,AI strategy consultant with a technical background and a deep understanding of AI / ML. They need to have some inhouse experience and have been a founder in their career. Based in New York,https://linkedin.com/in/shankarmohan2,https://linkedin.com/in/gus-bekdash,,
556,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",https://linkedin.com/in/fredt1,https://linkedin.com/in/rishi-n-434444,,
138,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",https://linkedin.com/in/lisheng-wang-9796883,https://linkedin.com/in/sergiogurrieri,,
288,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",https://linkedin.com/in/roxettemiranda,https://linkedin.com/in/janedwinboyer,,
748,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",https://linkedin.com/in/neil-shah-b4a48642,https://linkedin.com/in/drtimlinnet,,
838,"Active angel investors who are interested in deep tech startup investments, spinouts from top universities. Only show people from the U.S.",https://linkedin.com/in/panelli,https://linkedin.com/in/alimgiga,,
524,Amazon PPC Specialist in e-commerce sector in Boston,https://linkedin.com/in/e-a,https://linkedin.com/in/1lb,,
392,Armenian tech guys how want to make charity. Only show people from the U.S.,https://linkedin.com/in/alfreddemirjian,https://linkedin.com/in/nick-de-lorie-43395099,,
738,Armenian tech guys how want to make charity. Only show people from the U.S.,https://linkedin.com/in/mattak,https://linkedin.com/in/jeffreyking44,,
779,Armenian tech guys how want to make charity. Only show people from the U.S.,https://linkedin.com/in/khzrtian,https://linkedin.com/in/alfreddemirjian,,
674,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",https://linkedin.com/in/john-jack-armstrong-a2415a28,https://linkedin.com/in/emmanuelaladepmpacp,,
888,"Business development manager (junior to mid-level, not senior or director-level) with experience in B2B SaaS AI products (productivity software), preferably in startups, based in Philadelphia",https://linkedin.com/in/adam-salter-5105a12b,https://linkedin.com/in/emerson-abromavage,,
4,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,https://linkedin.com/in/shelly-mujtaba-492b43,https://linkedin.com/in/jasmineellis,,
878,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,https://linkedin.com/in/andrewfaryniarz,https://linkedin.com/in/maxas-volodin,,
766,C-level and VP executives at software companies of 500 people or more. Only show people from the U.S.,https://linkedin.com/in/briana-rogers,https://linkedin.com/in/nstevenlucas,,
546,COOs from small consumer hardware companies in California,https://linkedin.com/in/rymcnamara,https://linkedin.com/in/tyler-howard-63586b98,,
240,COOs from small consumer hardware companies in California,https://linkedin.com/in/ned-tannenbaum-9289b656,https://linkedin.com/in/parkerwondries,,
795,COOs from small consumer hardware companies in California,https://linkedin.com/in/nils-grimm-0790395,https://linkedin.com/in/jvoges,,
768,Can you show me all the engineers who joined stripe before their series b. Only show people from the U.S.,https://linkedin.com/in/meiling-li-276651156,https://linkedin.com/in/andybrody,,
957,"Current position should be customer success specialist, not director or VP of customer success, with prior experience in CPAAS. Only show people from the U.S.",https://linkedin.com/in/saritadowns,https://linkedin.com/in/gina-madera-3710131a6,,
62,"Current position should be customer success specialist, not director or VP of customer success, with prior experience in CPAAS. Only show people from the U.S.",https://linkedin.com/in/tania-hernandez99,https://linkedin.com/in/vilma-ortiz-315846216,,
563,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",https://linkedin.com/in/ken-dong-632b391,https://linkedin.com/in/georgenixon,,
455,"Customer Success managers located in San Francisco with the following:

At least 3 years experience in B2B SaaS
Startup experience
Healthcare tech experience",https://linkedin.com/in/mseliske,https://linkedin.com/in/jessica-warner1,,
701,"Customer success managers with at least 3 years of experience who are located in the San Francisco Bay Area. I would like them to come from companies that are Series A, Series B, or Series C. They need to have worked in healthcare technology at a SAAS company",https://linkedin.com/in/peterloddengaard,https://linkedin.com/in/natalie-wiggins2,,
724,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,https://linkedin.com/in/ryan-cavalier-59597534,https://linkedin.com/in/armen-tsaturyan-27a9292b2,,
52,Find me founders of California based tech companies that have from 10 to 300 employees and are currently actively hiring employees. But don't show me recruiters and don't show me those who work for recruitment agencies. Show me only people that currently are founders (and hide the ones that were founders someday but are not founders now.,https://linkedin.com/in/dafna-presler-6a340035,https://linkedin.com/in/prodakt-navole,,
397,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",https://linkedin.com/in/vasiliy-jigalov,https://linkedin.com/in/oleksandr-novytskyi-bab93660,,
32,"Founding Engineer in one of the recent jobs, with Flask or FastAPI experience, native Russian, stayed more than 1 year at the recent jobs. Only show people from the U.S.",https://linkedin.com/in/alexander-petrovski-4292b7205,https://linkedin.com/in/volodymyr8khoroz,,
85,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,https://linkedin.com/in/elkammar,https://linkedin.com/in/rmeji1,,
40,Full-Stack Software Engineer who is an expert in Ruby on Rails who has worked for an early stage VC backed tech startup with respectable tenures with a bachelors in computer science. Only show people from the U.S.,https://linkedin.com/in/katharinerawsonsibbald,https://linkedin.com/in/manvirsingh1,,
733,"I am looking for a former FAANG recruiter, tech-savvy, willing to build a product that will fix hiring for product teams. Only show people from the U.S.",https://linkedin.com/in/kgrounds,https://linkedin.com/in/karla-pereiraj,,
647,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",https://linkedin.com/in/jimmykchan,https://linkedin.com/in/yanke-li-2017a0112,,
460,"I am looking for an ASIC Design Verification Engineer.  
Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, or a related field.  Strong experience in chip design, including a good understanding of design verification"".  Proficiency in UVM (Universal Verification Methodology) and/or other verification methodologies.  Solid programming skills in Python, C, C++, Verilog, or SystemVerilog.  Ideal persona: problem-solver, proactive, innovative, thinks outside the box.
I am not interested in those who have frequent job changes. Only show people from the U.S.",https://linkedin.com/in/rameshb2k,https://linkedin.com/in/vyawahareaditya,,
64,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",https://linkedin.com/in/adamcai,https://linkedin.com/in/kevin-liu-cal,,
857,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",https://linkedin.com/in/shilligoss,https://linkedin.com/in/alicia-belle-5bb279292,,
763,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",https://linkedin.com/in/constantin-kogan,https://linkedin.com/in/prasanna-kbv,,
406,"I am seeking founders, co-founders, or CEOs of companies founded in the last six years in the USA, specifically in the areas of tax automation, accounting, and company registration.",https://linkedin.com/in/christale-singh-976b1a71,https://linkedin.com/in/marcelashine,,
962,I'm looking for a VP or Head of Sales for a health tech Series A startup Has successfully built and managed a team of 10 sales reps Ideally located in Los Angeles CA. This person needs to have at least 3 years of experience working as VP or Head of Sales.,https://linkedin.com/in/omid-m,https://linkedin.com/in/vinceduran,,
502,"Looking for C level or senior executives currently running innovation and strategy at large corporations. I only need senior level full time employees, avoid consultants. Only show people from the U.S.",https://linkedin.com/in/davidmillaud,https://linkedin.com/in/philmarks81,,
14,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,https://linkedin.com/in/scott-mayle,https://linkedin.com/in/joedillinger,,
251,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,https://linkedin.com/in/groverwimberlyiv,https://linkedin.com/in/jim-o-a5b45a66,,
47,Looking for a project manager who have built small teams from the scratch and who must have an experience in building simple BROWSER web games. Only show people from the U.S.,https://linkedin.com/in/terry-taylor-biz,https://linkedin.com/in/marinapieplow,,
839,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,https://linkedin.com/in/samuel-levin-cowles-06658222a,https://linkedin.com/in/techtiffrecruits,,
230,Looking for in house recruiter based in san Francisco at top VC backed companies (between seed - series C) with under 3 years of experience out of college,https://linkedin.com/in/marielisa-salas-a06b27267,https://linkedin.com/in/sheryl-lynn-soon-5b274324b,,
187,Seeking a CEO who co-founded a $1B startup. Only show people from the U.S.,https://linkedin.com/in/drewhouston,https://linkedin.com/in/patmccusker,,
216,"UX designer with respectable tenures in the bay area who has AI experience, early-stage tech company experience, and is focused on human centered design",https://linkedin.com/in/yunjichung,https://linkedin.com/in/georgegevorkian,,
804,VP of Marketing based in LA with strong understandings of data analytics,https://linkedin.com/in/philrizkalla,https://linkedin.com/in/jessicasullivan,,
200,VP of Marketing based in LA with strong understandings of data analytics,https://linkedin.com/in/tam-n-455a08199,https://linkedin.com/in/armen-rostamian,,
295,VP of Marketing based in LA with strong understandings of data analytics,https://linkedin.com/in/eduardocastro11,https://linkedin.com/in/sarah-jones-b4b608175,,
690,VP of Marketing based in LA with strong understandings of data analytics,https://linkedin.com/in/nealcotter,https://linkedin.com/in/catherinegutierrez,,
95,Venture investor. Only show people from the U.S.,https://linkedin.com/in/kevinsdick,https://linkedin.com/in/bergren-l-antell,,
847,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,https://linkedin.com/in/nickkalave,https://linkedin.com/in/craig-h-69a1831,,
35,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,https://linkedin.com/in/jeff-lee-6b5177145,https://linkedin.com/in/nickkalave,,
592,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,https://linkedin.com/in/vera-korol,https://linkedin.com/in/nickkalave,,
418,a Head of People Performance for a SaaS company. They need to have experience in a big 4 consultancy and skilled at building processes and analysing data. Only show people from the U.S.,https://linkedin.com/in/victoriagersh,https://linkedin.com/in/vijay-lilaram-171b515,,
727,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,https://linkedin.com/in/danvancekimball,https://linkedin.com/in/felipe-cembranelli-9223191,,
337,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,https://linkedin.com/in/debangshumukherjee,https://linkedin.com/in/anuja-gokhale,,
719,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,https://linkedin.com/in/aldiyen,https://linkedin.com/in/kshanti,,
461,a collective intelligence expert who can help me architect a new software. Only show people from the U.S.,https://linkedin.com/in/cetorres,https://linkedin.com/in/markwaser,,
812,a revenue cycle management specialist who is familiar with startups. Only show people from the U.S.,https://linkedin.com/in/marcia-adams-12566929,https://linkedin.com/in/laura-sandoval-b3b1b651,,
725,a senior UX designer who is in san francisco that has been a founding ux designer,https://linkedin.com/in/brianringseis,https://linkedin.com/in/kaymercado,,
726,a senior UX designer who is in san francisco that has been a founding ux designer,https://linkedin.com/in/edwardamaral,https://linkedin.com/in/navarre-joseph,,
742,a senior UX designer who is in san francisco that has been a founding ux designer,https://linkedin.com/in/qiunanma,https://linkedin.com/in/gregcutlergraphics,,
642,digital marketer manager with experience in the biotech. Only show people from the U.S.,https://linkedin.com/in/danielle-mcdermott-,https://linkedin.com/in/dan-kaus,,
944,digital marketer manager with experience in the biotech. Only show people from the U.S.,https://linkedin.com/in/brooke-stretch-736ba2148,https://linkedin.com/in/niktajaberzadeh,,
848,digital marketer manager with experience in the biotech. Only show people from the U.S.,https://linkedin.com/in/alisonmartin,https://linkedin.com/in/glorieroosenberg,,
379,engineers with security clearance from top engineering programs. Only show people from the U.S.,https://linkedin.com/in/jason-hewkin-9b380a85,https://linkedin.com/in/fcchou,,
492,engineers with security clearance from top engineering programs. Only show people from the U.S.,https://linkedin.com/in/wilson-rydalch,https://linkedin.com/in/gary-stoneburner-a5815a2,,
772,engineers with security clearance from top engineering programs. Only show people from the U.S.,https://linkedin.com/in/edward-sekelsky-4869b523,https://linkedin.com/in/ehhuang,,
170,engineers with security clearance from top engineering programs. Only show people from the U.S.,https://linkedin.com/in/jacobhscott,https://linkedin.com/in/gstaley,,
128,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,https://linkedin.com/in/brian-clevenger-a67a10,https://linkedin.com/in/eli-alegria,,
206,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,https://linkedin.com/in/anthonydavidscott,https://linkedin.com/in/david-melek-a60769229,,
540,founder of fintech startup. Only show people from the U.S.,https://linkedin.com/in/luther,https://linkedin.com/in/ryanfeit,,
612,founder of fintech startup. Only show people from the U.S.,https://linkedin.com/in/reuven-mirlis-787a51104,https://linkedin.com/in/jonathanbeck1,,
498,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,https://linkedin.com/in/aaronpfeifer,https://linkedin.com/in/richard-gregory-a3228921b,,
98,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,https://linkedin.com/in/rgnguyen,https://linkedin.com/in/katharinerawsonsibbald,,
698,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,https://linkedin.com/in/heyrichie,https://linkedin.com/in/asithadesilva,,
929,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,https://linkedin.com/in/isaacsaqib,https://linkedin.com/in/bhushangahire,,
489,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,https://linkedin.com/in/abeschonfeld,https://linkedin.com/in/kheffy-cervantez,,
577,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",https://linkedin.com/in/carymlevine,https://linkedin.com/in/abhishek-sharma-76b84729,,
242,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",https://linkedin.com/in/ac56,https://linkedin.com/in/mkurniawan,,
134,"owners and CEO of Amazon paid social agencies, who work with largest brands. Only show people from the U.S.",https://linkedin.com/in/jordanglee,https://linkedin.com/in/kashifrzafar,,
791,"owners and CEO of Amazon paid social agencies, who work with largest brands. Only show people from the U.S.",https://linkedin.com/in/douglas-rappaport-4ba77b152,https://linkedin.com/in/bradley-lewis-foster-5613b29,,
471,product manager social referral and community mechanics in apps. Only show people from the U.S.,https://linkedin.com/in/kim-faria-wallace-a6183a212,https://linkedin.com/in/mariasylviariquezes,,
976,product manager social referral and community mechanics in apps. Only show people from the U.S.,https://linkedin.com/in/jesse-price-88ba2779,https://linkedin.com/in/jaxhsieh,,
391,"python developer with 5+ years of experience with experience in Django and React, also AWS, worked in JPMorgan. Only show people from the U.S.",https://linkedin.com/in/basant-r-407a60289,https://linkedin.com/in/jay-lee-45703b53,,
574,"python developer, russian speaking, 7+ years of experience. Only show people from the U.S.",https://linkedin.com/in/equeny,https://linkedin.com/in/mikhail-korneev-55146b113,,
890,"python developer, russian speaking, 7+ years of experience. Only show people from the U.S.",https://linkedin.com/in/melistraza,https://linkedin.com/in/bohdanrybchynskiy,,
996,"python developer, russian speaking, 7+ years of experience. Only show people from the U.S.",https://linkedin.com/in/vladimir-golskiy-1a379a60,https://linkedin.com/in/sergezak,,
573,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,https://linkedin.com/in/sebastian-king,https://linkedin.com/in/ahmadnwirah,,
683,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,https://linkedin.com/in/jaikpet,https://linkedin.com/in/andrewgazelka,,
156,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,https://linkedin.com/in/anandnarayan-kenobicapital,https://linkedin.com/in/sharathkoochana,,
880,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,https://linkedin.com/in/shilpa-nayak-a26a31142,https://linkedin.com/in/tomgmontgomery,,
654,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,https://linkedin.com/in/martin-claure-316980,https://linkedin.com/in/kachunghung,,
